Folder 1, Folder 2 ,Folder 3,ImageName
COVID-19_Radiography_Dataset,Normal,images,Normal-2800.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2801.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2802.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2803.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2804.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2805.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2806.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2807.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2808.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2809.png
COVID-19_Radiography_Dataset,Normal,images,Normal-281.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2810.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2811.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2812.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2813.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2814.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2815.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2816.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2817.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2818.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2819.png
COVID-19_Radiography_Dataset,Normal,images,Normal-282.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2820.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2821.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2822.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2823.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2824.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2825.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2826.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2827.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2828.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2829.png
COVID-19_Radiography_Dataset,Normal,images,Normal-283.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2830.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2831.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2832.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2833.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2834.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2835.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2836.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2837.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2838.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2839.png
COVID-19_Radiography_Dataset,Normal,images,Normal-284.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2840.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2841.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2842.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2843.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2844.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2845.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2846.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2847.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2848.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2849.png
COVID-19_Radiography_Dataset,Normal,images,Normal-285.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2850.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2851.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2852.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2853.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2854.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2855.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2856.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2857.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2858.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2859.png
COVID-19_Radiography_Dataset,Normal,images,Normal-286.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2860.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2861.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2862.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2863.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2864.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2865.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2866.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2867.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2868.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2869.png
COVID-19_Radiography_Dataset,Normal,images,Normal-287.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2870.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2871.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2872.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2873.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2874.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2875.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2876.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2877.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2878.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2879.png
COVID-19_Radiography_Dataset,Normal,images,Normal-288.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2880.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2881.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2882.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2883.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2884.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2885.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2886.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2887.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2888.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2889.png
COVID-19_Radiography_Dataset,Normal,images,Normal-289.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2890.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2891.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2892.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2893.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2894.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2895.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2896.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2897.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2898.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2899.png
COVID-19_Radiography_Dataset,Normal,images,Normal-29.png
COVID-19_Radiography_Dataset,Normal,images,Normal-290.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2900.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2901.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2902.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2903.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2904.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2905.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2906.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2907.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2908.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2909.png
COVID-19_Radiography_Dataset,Normal,images,Normal-291.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2910.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2911.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2912.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2913.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2914.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2915.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2916.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2917.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2918.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2919.png
COVID-19_Radiography_Dataset,Normal,images,Normal-292.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2920.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2921.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2922.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2923.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2924.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2925.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2926.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2927.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2928.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2929.png
COVID-19_Radiography_Dataset,Normal,images,Normal-293.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2930.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2931.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2932.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2933.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2934.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2935.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2936.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2937.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2938.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2939.png
COVID-19_Radiography_Dataset,Normal,images,Normal-294.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2940.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2941.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2942.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2943.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2944.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2945.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2946.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2947.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2948.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2949.png
COVID-19_Radiography_Dataset,Normal,images,Normal-295.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2950.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2951.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2952.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2953.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2954.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2955.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2956.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2957.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2958.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2959.png
COVID-19_Radiography_Dataset,Normal,images,Normal-296.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2960.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2961.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2962.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2963.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2964.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2965.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2966.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2967.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2968.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2969.png
COVID-19_Radiography_Dataset,Normal,images,Normal-297.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2970.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2971.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2972.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2973.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2974.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2975.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2976.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2977.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2978.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2979.png
COVID-19_Radiography_Dataset,Normal,images,Normal-298.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2980.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2981.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2982.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2983.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2984.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2985.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2986.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2987.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2988.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2989.png
COVID-19_Radiography_Dataset,Normal,images,Normal-299.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2990.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2991.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2992.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2993.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2994.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2995.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2996.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2997.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2998.png
COVID-19_Radiography_Dataset,Normal,images,Normal-2999.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3.png
COVID-19_Radiography_Dataset,Normal,images,Normal-30.png
COVID-19_Radiography_Dataset,Normal,images,Normal-300.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3000.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3001.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3002.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3003.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3004.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3005.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3006.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3007.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3008.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3009.png
COVID-19_Radiography_Dataset,Normal,images,Normal-301.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3010.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3011.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3012.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3013.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3014.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3015.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3016.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3017.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3018.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3019.png
COVID-19_Radiography_Dataset,Normal,images,Normal-302.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3020.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3021.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3022.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3023.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3024.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3025.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3026.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3027.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3028.png
COVID-19_Radiography_Dataset,Normal,images,Normal-3029.png
COVID-19_Radiography_Dataset,Normal,images,Normal-303.png
